Tipo,Area,DATA,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Pagantes,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
PERMISSAO,AREA 4,May-18,PESSEGO,373210 - COHAB JOSE BONIFACIO/METRO ITA,11493,40405,9728,7169,24,53637,57162,36,70,179724,65851,82679,49464,377718
PERMISSAO,AREA 4,May-18,PESSEGO,373510 - METRO A ALVIN/JD SAO JOAO CIRC,5662,20059,3520,2325,3,20952,19374,0,19,71914,31243,32092,22388,157637
PERMISSAO,AREA 4,May-18,PESSEGO,373521 - METRO ARTUR ALVIM/JD S JOAO,461,4456,408,391,0,6157,375,0,0,12248,1407,2747,2226,18628
PERMISSAO,AREA 4,May-18,PESSEGO,373541 - JD SÃO JOSE/METRO ARTUR ALVIM,1454,6157,858,663,0,8845,6078,3,2,24060,8025,8501,6785,47371
PERMISSAO,AREA 4,May-18,PESSEGO,373610 - JD N S P CARMO/METRO A ALVIM,19374,66463,9699,10284,1,57980,50315,0,24,214140,68779,61184,58660,402763
PERMISSAO,AREA 4,May-18,PESSEGO,373810 - COHAB JUSCELINO/METRO ITAQUERA,10575,53263,8343,3466,15,54742,29331,28,44,159807,75251,66459,45735,347252
PERMISSAO,AREA 4,May-18,PESSEGO,373910 - RECANTO VERDE SOL/METRO ITAQUE,14737,64416,8423,3796,8,61213,29419,1,16,182029,89238,44557,51001,366825
PERMISSAO,AREA 4,May-18,PESSEGO,373931 - SAO TEODORO/METRO ITAQUERA,545,4879,623,541,0,7598,0,0,4,14190,434,1598,2150,18372
PERMISSAO,AREA 4,May-18,PESSEGO,373L10 - JD LIMOEIRO/METRO ITAQUERA,9392,36554,4273,2082,0,33001,15805,9,12,101128,46599,27396,28883,204006
PERMISSAO,AREA 4,May-18,PESSEGO,374110 - EST DOM BOSCO/METRO ITAQUERA,20616,56008,10270,7370,15,57001,52866,5,48,204199,89861,78970,53980,427010
PERMISSAO,AREA 4,May-18,PESSEGO,374210 - JD DAS LARANJEIRAS/M ITAQUERA,10058,33276,4783,3175,12,41850,30913,35,12,124114,70433,34891,33538,262976
PERMISSAO,AREA 4,May-18,PESSEGO,374310 - SAO MATEUS/METRO ITAQUERA,17286,41942,5161,3350,9,32195,15555,14,12,115524,79091,40096,30114,264825
PERMISSAO,AREA 4,May-18,PESSEGO,375110 - COHAB PRESTES MAIA/METR ITAQUE,8551,40027,5546,2288,12,41608,21578,12,30,119652,52688,47734,39036,259110
PERMISSAO,AREA 4,May-18,PESSEGO,375121 - COHAB P MAIA/METRO ITAQUERA,374,3758,462,234,0,5491,400,2,5,10726,2473,2190,2145,17534
PERMISSAO,AREA 4,May-18,PESSEGO,376110 - 3A DIVISAO/METRO CARRAO,14910,57677,6893,4434,3,51512,17704,26,11,153170,77178,38136,40711,309195
PERMISSAO,AREA 4,May-18,PESSEGO,376610 - COHAB II/METRO ITAQUERA,12131,46232,6548,4579,3,48267,24928,46,33,142767,59967,88327,45753,336814
PERMISSAO,AREA 4,May-18,PESSEGO,377310 - RES SANTA BARBARA/METRO CARRAO,16403,52572,8042,7656,6,62319,35168,41,8,182215,80682,58592,45499,366988
PERMISSAO,AREA 4,May-18,PESSEGO,378510 - COHAB BARRO BRANCO/METRO ITAQU,10673,54648,6994,3190,22,56604,20300,19,60,152510,68840,45443,39769,306562
PERMISSAO,AREA 4,May-18,PESSEGO,378710 - CID.TIRADENTES/METRO ITAQUERA,12205,49233,7137,3454,8,55639,23646,18,54,151394,73209,54823,46868,326294
PERMISSAO,AREA 4,May-18,PESSEGO,378910 - CIDADE TIRADENTES/METRO ITAQUE,21383,80740,10548,5167,35,78827,29320,16,68,226104,107460,81236,71288,486088
PERMISSAO,AREA 4,May-18,PESSEGO,379110 - SHOP ARICANDUVA/METRO A ALVIM,2,0,0,0,0,0,0,0,0,2,0,0,0,2
PERMISSAO,AREA 4,May-18,PESSEGO,379610 - GLEBA DO PESSEGO/METRO ITAQUER,8058,30963,3232,2456,12,35005,18457,8,53,98244,43497,24369,28778,194888
PERMISSAO,AREA 4,May-18,PESSEGO,408610 - CID TIRADENTES/TERM CID TIRADE,1545,9274,1621,307,0,8776,40,2,1,21566,22191,18260,12251,74268
PERMISSAO,AREA 4,May-18,PESSEGO,409210 - SETOR IIB/TERM CID TIRADENTES,1817,16291,2722,668,0,16033,57,1,68,37657,27937,22580,20084,108258
PERMISSAO,AREA 4,May-18,PESSEGO,N43811 - M ITAQUERA/HOSP STA MARCELINA,160,655,80,20,0,1776,108,0,1,2800,605,304,127,3836
PERMISSAO,AREA 4,May-18,PESSEGO,N44011 - TERM V CARRAO/SAVOY DALILA,27,120,38,2,0,119,0,0,0,306,403,118,26,853
PERMISSAO,AREA 5,May-18,IMPERIAL,213C10 - ITAIM PAULISTA/VILA CALIFORNIA,17335,46252,4769,2553,8,41202,1500,29,16,113664,69226,54816,24903,262609
PERMISSAO,AREA 5,May-18,IMPERIAL,213C31 - ITAIM PAULISTA/VILA CALIFORNIA,11563,30761,3431,2124,1,26888,3626,12,20,78426,47162,37596,17875,181059
PERMISSAO,AREA 5,May-18,IMPERIAL,259010 - UNIAO DE VILA NOVA/PQ D PEDRO ,29329,84929,5948,3536,6,80100,11931,27,22,215828,75301,44178,42257,377564
PERMISSAO,AREA 5,May-18,IMPERIAL,259021 - UNIAO DE V NOVA/PQ D PEDRO II ,73,99,6,3,0,132,16,0,0,329,141,108,47,625
PERMISSAO,AREA 5,May-18,IMPERIAL,316110 - JD COLORADO/TERM P D PEDRO II,11385,33562,3667,1584,6,23426,2950,5,9,76594,41686,32293,13193,163766
PERMISSAO,AREA 5,May-18,IMPERIAL,476G10 - JARDIM ELBA/IBIRAPUERA,19380,59635,6484,4577,7,61033,8551,25,27,159719,74047,51652,30976,316394
PERMISSAO,AREA 5,May-18,IMPERIAL,476G41 - VILA INDUSTRIAL/METRO ANA ROSA,12890,36179,5278,5215,4,35959,12227,7,23,107782,46377,29940,19173,203272
PERMISSAO,AREA 5,May-18,IMPERIAL,514T21 - JD COLORADO/METRO VILA PRUDENT,5,23,2,1,0,26,2,0,0,59,17,14,11,101
PERMISSAO,AREA 5,May-18,IMPERIAL,573A10 - METRO BRESSER/VILA ALPINA,24531,61223,10663,12374,6,62328,45802,33,49,217009,101904,73338,56970,449221
PERMISSAO,AREA 5,May-18,IMPERIAL,574C10 - TERM.SAO MATEUS/DIV.S.CAETANO,10152,27721,2757,960,0,20553,283,12,8,62446,50668,30944,14349,158407
PERMISSAO,AREA 5,May-18,IMPERIAL,574R10 - TERM.SAPOPEMBA/METRO BELEM,20918,63869,8780,4783,13,46207,21949,8,21,166548,97214,77919,42998,384679
PERMISSAO,AREA 5,May-18,IMPERIAL,575A10 - DIV.S.CAETANO/SHOP MET.TATUAPE,11421,37840,5188,4648,1,26143,14190,30,10,99471,47227,44897,20084,211679
PERMISSAO,AREA 5,May-18,IMPERIAL,PACPTM - PAESE CPTM,1220,3975,390,249,2,4169,481,7,1,10494,4785,3516,1878,20673
PERMISSAO,AREA 5,May-18,MOVE-SP,309810 - JD SAO FRANCISCO/SHOP ARICANDU,17379,60032,5723,2481,5,53138,133,125,34,139050,92988,55671,37180,324889
PERMISSAO,AREA 5,May-18,MOVE-SP,309910 - NOVE DE JULHO/JD DA CONQUISTA,17318,55413,5686,1690,1,46354,125,33,47,126667,84063,59887,36100,306717
PERMISSAO,AREA 5,May-18,MOVE-SP,311210 - VILA INDUSTRIAL/METRO BELEM,25327,57360,8243,9462,40,50203,12262,39,10,162946,76997,71507,45818,357268
PERMISSAO,AREA 5,May-18,MOVE-SP,364A10 - IPIRANGA/SHOP ARICANDUVA,25998,78702,10507,6944,14,83873,15251,39,43,221371,125218,74143,55072,475804
PERMISSAO,AREA 5,May-18,MOVE-SP,373T10 - JD ITAPOLIS/METRO BRESSER,26868,70877,10424,11161,12,68211,30123,14,29,217719,99501,67414,60373,445007
PERMISSAO,AREA 5,May-18,MOVE-SP,402510 - VILA CALIFORNIA/METRO TATUAPE,22346,52100,6270,6644,3,48380,27235,4,48,163030,77457,68008,38579,347074
PERMISSAO,AREA 5,May-18,MOVE-SP,402710 - HOSP SAO MATEUS/JD SANTO ANDRE,25771,73060,8246,2113,0,60687,181,26,11,170095,113612,62655,56031,402393
PERMISSAO,AREA 5,May-18,MOVE-SP,402741 - PQ DAS FLORES/SAO MATEUS,2267,8978,859,241,0,7842,15,0,2,20204,11413,6113,5012,42742
PERMISSAO,AREA 5,May-18,MOVE-SP,402810 - HOSP SAO MATEUS/PQ DAS FLORES,10030,27117,2479,563,0,22480,156,8,3,62836,39616,21947,15364,139763
PERMISSAO,AREA 5,May-18,MOVE-SP,402910 - SAO MATEUS/VLA PRUDENTE,30472,80229,11415,6706,23,72374,15342,94,38,216693,179751,91822,60051,548317
PERMISSAO,AREA 5,May-18,MOVE-SP,403010 - FAZENDA DA JUTA/SHOP ARICANDUV,20929,45176,3959,2073,2,40695,34,14,14,112896,63164,49371,28474,253905
PERMISSAO,AREA 5,May-18,MOVE-SP,403110 - PQ STA MADALENA/CENTRAL PLAZ S,28271,52650,5924,4690,5,53087,16493,15,43,161178,65200,74154,40157,340689
PERMISSAO,AREA 5,May-18,MOVE-SP,403210 - VILA DAS MERCES/OBJETIVO UNIP,9570,23601,3320,5628,3,24919,10377,9,11,77438,25945,33032,23292,159707
PERMISSAO,AREA 5,May-18,MOVE-SP,403310 - JD GUAIRACA/NOVA CONQUISTA,25305,68959,6344,1912,0,56088,153,18,38,158817,103603,71943,45370,379733
PERMISSAO,AREA 5,May-18,MOVE-SP,414P10 - VILA INDUSTRIAL/PENHA,17431,44939,6407,4282,6,30841,1977,0,4,105887,69001,52533,26319,253740
PERMISSAO,AREA 5,May-18,MOVE-SP,471610 - SACOMA/METRO SANTA CRUZ,14749,52503,6064,7164,0,38554,12991,1,18,132044,60842,47384,27436,267706
PERMISSAO,AREA 5,May-18,MOVE-SP,472610 - MOOCA / METRO TATUAPE,12364,37974,4953,3048,3,28585,21717,30,27,108701,69412,46458,19401,243972
PERMISSAO,AREA 5,May-18,MOVE-SP,472631 - MOOCA/METRO TATUAPE,154,1796,102,46,0,2013,2,0,2,4115,183,451,409,5158
PERMISSAO,AREA 5,May-18,MOVE-SP,472910 - PQ BANCARIO/METRO BELEM,11498,27066,3161,2006,7,21146,8790,3,20,73697,31214,40575,20594,166080
PERMISSAO,AREA 5,May-18,MOVE-SP,473410 - VILA MORAES/METRO SAUDE,25322,67663,12002,9834,10,72349,50312,18,30,237540,86473,64137,57430,445580
PERMISSAO,AREA 5,May-18,MOVE-SP,473421 - VILA MORAES/METRO SAUDE,396,2318,245,335,0,2398,139,1,0,5832,566,768,1296,8462
PERMISSAO,AREA 5,May-18,MOVE-SP,473510 - SAO MATEUS/METRO CARRAO,1041,3683,366,222,0,4229,7,0,0,9548,6591,6222,2269,24630
PERMISSAO,AREA 5,May-18,MOVE-SP,502010 - HOSP HELIOP/TERM SACOMA,8803,47353,4630,2090,0,45041,11723,19,4,119663,68647,34113,31302,253725
PERMISSAO,AREA 5,May-18,MOVE-SP,502510 - JD GUAIRACA/METRO TAMANDUATEI,7029,15536,2504,2066,1,15826,12133,13,19,55127,17640,16213,10147,99127
PERMISSAO,AREA 5,May-18,MOVE-SP,503110 - VILA ARAPUA/TERM SACOMA,33462,111302,10925,7309,4,103499,30440,52,103,297096,110068,70589,69483,547236
PERMISSAO,AREA 5,May-18,MOVE-SP,503121 - VILA CONDE DO PINHAL/TERM SACO,753,13879,651,524,0,13043,137,8,1,28996,1040,2072,4413,36521
PERMISSAO,AREA 5,May-18,MOVE-SP,503210 - VILA ARAPUA/TERM SACOMA,17179,28929,2404,1930,1,33168,8759,30,3,92403,37560,37841,24554,192358
PERMISSAO,AREA 5,May-18,MOVE-SP,503510 - VILA ARAPUA/TERM SACOMA,7443,25682,3264,3451,9,21219,14730,17,15,75830,31096,21768,16567,145261
PERMISSAO,AREA 5,May-18,MOVE-SP,514T10 - TERM SACOMA/JD ITAPOLIS,21372,58732,7521,8407,17,59826,15805,20,43,171743,119436,64844,54853,410876
PERMISSAO,AREA 5,May-18,MOVE-SP,514T21 - JD COLORADO/METRO VILA PRUDENT,260,1957,290,215,0,2700,0,0,0,5422,626,505,1065,7618
PERMISSAO,AREA 5,May-18,MOVE-SP,514T22 - METRO VILA PRUDENTE/JD ITAPOLI,407,905,281,170,0,935,2246,0,0,4944,3701,989,1017,10651
PERMISSAO,AREA 5,May-18,MOVE-SP,524L10 - PQ SAO LUCAS/TATUAPE,10446,23501,2854,2848,0,22491,7088,0,5,69233,24050,21408,15739,130430
PERMISSAO,AREA 5,May-18,MOVE-SP,524M10 - MASC.MORAES/SHOP.ARICANDUVA,22605,94141,10231,3809,4,79049,111,23,45,210018,139399,85867,55191,490475
PERMISSAO,AREA 5,May-18,MOVE-SP,573H10 - HOSP.SAPOPEMBA/METRO BRESSER,40432,95255,10708,8041,25,86317,24240,58,29,265105,125893,107446,55196,553640
PERMISSAO,AREA 5,May-18,MOVE-SP,573T10 - TERM.SAPOPEMBA/METRO CARRAO,19713,72447,10155,7387,6,62690,24603,67,99,197167,94896,72932,53480,418475
PERMISSAO,AREA 5,May-18,MOVE-SP,573T21 - JD TIETE/T SAPOPEMBA-TEOT VILE,6,398,11,0,0,589,0,0,0,1004,28,99,61,1192
PERMISSAO,AREA 5,May-18,MOVE-SP,573T31 - TERM SAPOPEMBA/TEOTONIO VILELA,1013,4323,594,420,0,4314,1480,1,0,12145,5387,2397,2434,22363
PERMISSAO,AREA 5,May-18,MOVE-SP,574W10 - JD. WALKIRIA/METRO BELEM,21291,58687,7100,5709,9,50180,21275,14,10,164275,72117,56613,43790,336795
PERMISSAO,AREA 5,May-18,MOVE-SP,9930PR - TERMINAL SACOMA,2149,3566,1872,485,1,2890,18797,15,7,29782,60572,7864,9344,107562
PERMISSAO,AREA 5,May-18,MOVE-SP,N53411 - TERM SACOMA/VILA ARAPUA,510,522,100,24,0,800,434,0,3,2393,1294,316,408,4411
PERMISSAO,AREA 5,May-18,MOVE-SP,N53611 - TERM SACOMA/JARDIM ITAPOLIS,498,794,143,33,0,1033,292,0,5,2798,1169,413,420,4800
PERMISSAO,AREA 5,May-18,MOVE-SP,N53911 - TERM SACOMA/HOSP HELIOPOLIS,164,265,168,18,0,216,448,0,1,1280,1648,180,387,3495
PERMISSAO,AREA 5,May-18,MOVE-SP,PACPTM - PAESE CPTM,2,0,0,0,0,0,0,0,0,2,0,0,0,2
PERMISSAO,AREA 5,May-18,MOVE-SP,RNOT11 - RESERVA NOTRNA,208,514,81,131,0,606,232,0,0,1772,590,742,464,3568
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501010 - CIDADE VARGAS/SANTO AMARO,16374,44399,4931,3167,3,39984,11186,26,26,120096,50523,42325,30036,242980
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501110 - ELDORADO/SANTO AMARO,29641,54874,6627,3416,4,47657,1883,53,32,144187,81028,53548,34945,313708
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501210 - JD GUACURI/JABAQUARA,24876,61219,6467,3556,3,68302,32360,33,114,196930,74323,43507,45364,360124
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501310 - JD LUSO/SANTO AMARO,36646,80624,9871,3996,12,79793,2924,122,64,214052,124228,72865,48533,459678
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501331 - JD MIRIAM/SANTO AMARO,6361,18265,2033,1019,0,16170,896,12,4,44760,30302,27655,11332,114049
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501510 - JD SAO JORGE/JABAQUARA,16685,44290,5530,2976,1,47221,26327,19,48,143097,48394,38498,37836,267825
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501810 - SHOP. INTERLAGOS - JABAQUARA,14442,35320,4697,3490,11,39223,16954,4,17,114158,47214,39401,31011,231784
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,501831 - SHOPPING INTERLAGOS/JABAQUARA,9087,21541,3024,2110,10,23643,10969,6,5,70395,29508,24617,19560,144080
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,502210 - VILA STA MARGARIDA/JABAQUARA,12792,41813,5945,4294,23,45027,30835,45,0,140774,44023,49888,48282,282967
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,502410 - VILA MISSIONARIA/SANTO AMARO,13545,38871,4714,3037,4,36682,1209,28,9,98099,53922,44386,30815,227222
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,502431 - VILA MISSIONARIA/SANTO AMARO,11124,32137,3702,2293,3,28638,739,13,7,78656,42947,37623,25318,184544
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,512310 - JD MIRIAM/HOSP SAO PAULO,17460,70773,10994,5000,2,59850,15785,140,39,180043,115780,49427,42528,387778
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,512710 - VILA GUACURI/RIO PEQUENO,9477,23729,4002,3017,4,33809,19354,15,26,93433,36978,23984,24189,178584
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,512810 - JD APURA/SHOP MORUMBI,12991,39986,5622,3179,4,37595,20295,45,37,119754,57049,41984,35226,254013
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,517J10 - JD SELMA/PINHEIROS,13170,46726,5983,3979,9,54114,1737,34,11,125763,60504,30340,27253,243860
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,527R10 - VILA IMPERIO/REAL PARQUE,13157,40854,5571,4148,4,38425,2614,14,11,104798,74308,50179,33183,262468
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,546A10 - JD APURA/SANTO AMARO,12344,36737,5120,3712,3,31178,1048,7,10,90159,54709,41551,32094,218513
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,546A31 - JD APURA/SANTO AMARO,11230,36676,5274,3012,12,31413,903,22,35,88577,52771,39305,32178,212831
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,546J10 - JD SELMA/STO AMARO,12939,38809,4910,2712,3,40500,1095,34,4,101006,67136,41770,33614,243526
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,546J31 - JD SELMA/SANTO AMARO,10458,33925,4644,4208,1,34385,1792,27,3,89443,57565,36219,29500,212727
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,546J41 - JD SELMA/COLEGIO SANTA MARIA,86,210,93,357,0,257,9,0,0,1012,300,256,293,1861
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,546T10 - VILA GUACURI/TERM STO AMARO,35261,97541,15208,8875,22,90311,7284,50,29,254581,175816,96789,69376,596562
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,570110 - VILA SANTA CATARINA/METRO CONC,16383,46819,6510,7995,5,45233,26218,50,48,149261,75100,47412,33643,305416
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,570210 - CIDADE JULIA/METRO JABAQUARA,13643,45433,5898,2765,4,51977,32591,32,46,152389,56257,36444,36333,281423
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,575210 - V. MISSIONARIA/METRO CONCEICAO,21609,67481,9721,6899,14,74980,50223,113,7,231047,90142,69553,61006,451748
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,575710 - JD. MIRIAM/METRO CONCEICAO,22435,65645,8550,4680,13,71211,31870,40,32,204476,75754,66005,51293,397528
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,575751 - PEDREIRA/METRO CONCEIÇAO,17216,43962,8052,4486,6,47111,23598,58,39,144528,77225,60166,39664,321583
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,575910 - PQ PRIMAVERA/METRO CONCEICAO,11817,29840,4371,2793,4,32913,16631,38,11,98418,40312,36138,25685,200553
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,575931 - PQ PRIMAVERA/METRO CONCEICAO,18008,42286,4957,2919,8,41284,17367,40,23,126892,58266,53521,40307,278986
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,607A10 - JD APURA/SOCORRO,10975,39304,6849,3742,18,44793,7438,25,22,113166,71701,39125,29571,253563
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,607A21 - JD APURA/ESTAÇAO JURUBATUBA,979,3647,792,444,0,6346,5847,1,2,18058,5887,2053,3254,29252
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,627J10 - JD MIRIAM/METRO SAO JUDAS,11430,38031,5341,2536,3,39318,21897,8,12,118576,50476,36800,38738,244590
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,N63711 - METRO JABAQUARA/JARDIM MIRIAM,224,674,67,16,0,1105,388,0,0,2474,1094,327,202,4097
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,N64011 - TERM SANTO AMARO/ELDORADO,675,1541,303,53,1,1715,124,4,1,4417,4134,1053,760,10364
PERMISSAO,AREA 6,May-18,A2 TRANPORTES,RNOT11 - RESERVA NOTRNA,4,29,1,0,0,35,1,0,0,70,12,9,12,103
PERMISSAO,AREA 6,May-18,TRANSWOLFF,601610 - JD NORONHA/TERM GRAJAU,5445,47470,6871,2275,3,44430,25881,17,42,132434,62672,30537,36828,262471
PERMISSAO,AREA 6,May-18,TRANSWOLFF,601641 - JD PORTO VELHO/TERM GRAJAU,6638,46059,6674,1040,0,42647,20307,29,46,123440,58422,25596,37450,244908
PERMISSAO,AREA 6,May-18,TRANSWOLFF,602010 - CHAC BOSQUE DO SOL/PARELHEIROS,193,1824,169,164,0,1447,4,0,2,3803,1339,1302,2219,8663
PERMISSAO,AREA 6,May-18,TRANSWOLFF,602051 - ESTRADA DO JUSA/PARELHEIROS,22,305,61,16,0,423,0,0,0,827,199,131,214,1371
PERMISSAO,AREA 6,May-18,TRANSWOLFF,602110 - TERMINAL VARGINHA/JARDIM NOVA ,1877,23314,3495,871,11,20570,56,4,2,50200,38547,12927,26914,128588
PERMISSAO,AREA 6,May-18,TRANSWOLFF,602710 - Jd Graúna - Term Santo Amaro,12524,42441,6590,3882,14,44457,12064,22,18,122012,68537,47973,40385,278907
PERMISSAO,AREA 6,May-18,TRANSWOLFF,603010 - FACULDADE OSEC/TERM STO AMARO,15045,58338,10613,11034,18,64594,7088,57,66,166853,118540,65096,65110,415599
PERMISSAO,AREA 6,May-18,TRANSWOLFF,603110 - Jd S Bernardo - Term Sto Amaro,7445,53733,9041,3870,0,68449,57103,11,54,199706,73129,37953,44913,355701
PERMISSAO,AREA 6,May-18,TRANSWOLFF,603410 - Pq Res Cocaia - Term Sto Amaro,5668,29452,4211,1830,18,33971,19674,10,23,94857,32454,20009,20260,167580
PERMISSAO,AREA 6,May-18,TRANSWOLFF,604310 - JD CAPELINHA/SANTO AMARO,1,0,0,0,0,0,0,0,0,1,0,0,0,1
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605010 - J VALE DAS VIRTUDES/SANTO AMAR,1998,10819,1953,689,0,13164,8574,2,22,37221,15400,10451,8526,71598
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605110 - JD ITAJAI/TERM VARGINHA,734,9409,1133,211,1,7270,10,4,1,18773,14365,8991,5844,47973
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605131 - JD.ITAJAI/TERM.VARGINHA,303,4493,463,160,0,3458,2,0,0,8879,5238,4889,2434,21440
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605210 - J SETE SETEMBRO/TERM VARGINHA,2140,29513,3642,1130,0,23687,31,2,21,60166,50347,24354,20789,155656
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605231 - JD ALMEIDA PRADO/TERM VARGINHA,303,7392,682,220,0,6217,8,1,1,14824,7322,5332,3818,31296
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605310 - JD ELLUS/TERM GRAJAU,2565,14285,1841,670,1,12898,6541,0,30,38831,17447,12889,10817,79984
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605510 - JD SAO BERNARDO/SHOP INTERLAGO,7939,34378,4569,1889,3,34951,840,14,24,84607,44511,27002,18764,174884
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605610 - PQ SANTA CECILIA/TERM GRAJAU,5178,45800,7123,3068,2,50408,29157,31,74,140841,83094,37801,38073,299809
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605641 - VILA NATAL/TERM GRAJAU,107,1573,199,66,0,2746,9,0,0,4700,825,567,899,6991
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605710 - VILA NATAL/TERM GRAJAU,8826,63080,9015,3833,3,72719,42101,23,77,199677,99605,49164,48627,397073
PERMISSAO,AREA 6,May-18,TRANSWOLFF,605810 - JD NORONHA/TERM VARGINHA,3538,30183,3536,937,0,20819,23,51,27,59114,44382,24520,20098,148114
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606110 - JD MARILDA/TERM GRAJAU,8648,46885,5578,2232,4,49447,36668,20,27,149509,49824,30697,40376,270406
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606210 - JD CASTRO ALVES/SANTO AMARO,4139,19481,2676,1076,2,20753,8358,16,20,56521,34776,32012,17922,141231
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606251 - JD CASTRO ALVES/TERM STO AMARO,10328,47322,7313,3197,17,55813,14836,49,52,138927,62146,38239,31570,270882
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606310 - JD VARGINHA/TERM VARGINHA,5053,67238,7591,2087,2,58601,63,107,2,140744,81550,36248,44085,302627
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606341 - JD VARGINHA/TERM VARGINHA,3283,42566,5667,1445,0,39711,44,24,4,92744,69476,23695,33930,219845
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606342 - CHACARA STO AMARO/TER VARGINHA,1888,15973,2099,333,0,11559,19,7,1,31879,21011,11518,8487,72895
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606343 - VILA DA PAZ/TERMINAL VARGINHA,295,3689,331,86,0,2968,6,0,0,7375,3944,2407,1721,15447
PERMISSAO,AREA 6,May-18,TRANSWOLFF,606910 - JD SAO BERNARDO/SANTO AMARO,7639,31826,3626,1915,0,24989,916,6,11,70928,42735,29696,16071,159430
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607110 - JD ORION/TERM SANTO AMARO,9099,27442,3162,2182,8,32057,8127,12,22,82111,38126,36313,26441,182991
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607210 - JD SAO NICOLAU/TERM. VARGINHA,8129,63264,9987,1274,26,51476,169,29,56,134410,106745,38450,46331,325936
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607221 - JD IPORA/TERM VARGINHA,90,2287,109,105,0,2327,0,0,0,4918,76,528,997,6519
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607222 - JD MANACA DA SERRA/T VARGINHA,33,1043,176,35,0,903,0,0,0,2190,61,221,484,2956
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607223 - TERM VARGINHA/BALNEARIO S JOSE,333,4187,552,160,0,3604,7,0,1,8844,6677,5310,4038,24869
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607310 - JD SANTA TEREZINHA/TERM VARGIN,4986,23877,3645,1305,0,20075,43,50,12,53993,46030,22569,22875,145467
PERMISSAO,AREA 6,May-18,TRANSWOLFF,607321 - JD SILVEIRA/TERM VARGINHA,63,1148,116,39,0,922,0,0,0,2288,111,205,407,3011
