AREA,TIPO,DATA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL
","PASSAGEIROS PAGANTES
","PASSAGEIROS INTEGRAÇÕES ÔNIBUS 0> ÔNIBUS
","PASSAGEIROS COM GRATUIDADE
",TOTAL PASSAGEIROS TRANSPORTADOS,nome,letreiro
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,869641 - JARAGUA/PCA RAMOS AZEVEDO,13513,24627,643,4902,224,23999,16,3749,12,71685,26394,10261,108340,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,888P10 - PERUS/COHAB TAIPAS,27312,44745,905,9265,320,42340,71,17822,13,142793,67614,36310,246717,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,901210 - ITABERABA/TERM LAPA,3750,10372,200,1566,138,12926,7,3309,21,32289,13766,6020,52075,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,902210 - V IORIO TERM LAPA,3538,8402,363,1291,119,7557,4,4017,6,25297,15536,6439,47272,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,917H10 - MERCADO PIRITUBA/VLA MARIANA,74793,130091,4806,23316,1616,108120,320,29682,132,372876,198623,42686,614185,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,930110 - TERM CASA VERDE/PAISSANDU,19550,46695,1489,6142,479,34754,34,4586,74,113803,57501,16643,187947,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,938C10 - COHAB TAIPAS/TERM PRINC ISABEL,13888,33972,1066,6523,493,33201,23,2623,18,91807,41792,19885,153484,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,948A10 - VL ZATTI/TERM PIRITUBA,9736,23907,933,4916,432,23238,28,7111,20,70321,29189,10872,110382,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,950010 - TERM CACHOEIRINHA/PAISSANDU,27910,65963,2792,9320,927,60001,135,4479,49,171576,117746,25941,315263,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,950110 - TERM  CACHOEIRINHA/PAISSANDU,34385,98808,3804,14552,1745,98874,185,5798,78,258229,208410,29653,496292,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,950121 - TERM CACHOEIRINHA/TERM P ISABE,228,971,206,75,29,868,12,18,0,2407,12037,423,14867,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,957T10 - COHAB TAIPAS/ITAIM BIBI,21498,48892,1518,8008,596,49682,42,8618,78,138932,70214,18160,227306,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,958P10 - JD NARDINI/COHAB TAIPAS,17748,31907,776,5410,295,31651,25,5890,26,93728,39080,7406,140214,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,965310 - PEDRA BRANCA/LGO DO PAISSANDU,40205,80914,2716,12125,978,70456,87,3616,59,211156,106823,35930,353909,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,975A10 - VILA BRASILANDIA/METRO ANA ROS,16405,44608,1532,7168,552,41728,64,4475,59,116591,57898,14448,188937,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,978J10 - VOITH/PCA PRINC ISABEL,13593,35619,1114,6624,461,35339,66,3104,32,95952,43207,14096,153255,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,978L10 - TERM CACHOEIRNHA/TERM P ISABEL,12922,39032,1729,5028,526,37314,93,9357,41,106042,80811,17970,204823,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,PACPTM - PAESE CPTM,25,0,0,0,0,0,0,0,0,25,0,0,25,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,PAESE1 - PAESE AREA 1,0,0,0,0,0,0,0,0,0,0,2,0,2,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,106A10 - METRO SANTANA / ITAIM BIBI,36286,85355,3348,11187,914,90385,94,15257,125,242951,166754,26015,435720,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,107T10 - CID UNIVERSIT/ METRO TUCURUVI,25589,58119,2839,9487,718,51343,131,16102,298,164626,101654,24075,290355,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,107T31 - METRO TUCURUVI/PINHEIROS,940,4224,127,548,44,4149,3,854,19,10908,4898,951,16757,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,115610 - VILA SABRINA/PC DO CORREIO,30444,52237,1576,7906,685,44032,51,6609,60,143600,59223,23991,226814,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,115631 - VILA SABRINA/PÇA DO CORREIO,1296,3287,111,470,48,3141,2,444,6,8805,2891,846,12542,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,118C10 - JD PERY ALTO/METRO ST CECILIA,44891,95196,2931,18826,1012,78788,107,15038,63,256852,113037,39215,409104,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,119C10 - VILA SABRINA/TERM PRINC ISABEL,34558,38611,569,4654,314,30147,26,3662,15,112556,37848,15940,166344,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,119P10 - VILA PAIVA/TERM PRINC ISABEL,5248,9680,432,1375,134,8736,3,2481,1,28090,10238,4412,42740,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,148L10 - CACHOEIRINHA/LAPA,41040,89223,3116,14053,1113,93422,46,11209,9,253231,138278,47650,439159,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,148L41 - MANDAQUI/LAPA,10705,24606,851,3931,291,23362,34,1724,7,65511,36349,12597,114457,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,148P10 - JD PERY/LAPA,24126,57970,2344,10696,932,49196,120,14522,78,159984,81745,29890,271619,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,170310 - CAMPO LIMPO/TERM PARADA INGLES,13914,26564,549,5771,275,26530,9,2779,2,76393,37041,12390,125824,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172110 - VILA EDE/METRO CARANDIRU,24519,53589,1807,11012,628,48306,41,42853,70,182825,58835,31870,273530,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172121 - VILA EDE/METRO CARANDIRU,271,1183,16,164,4,1352,4,319,0,3313,799,218,4330,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172151 - VILA EDE/PCA DO CORREIO,129,279,2,22,2,320,0,35,7,796,368,51,1215,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172610 - VILA ZILDA/METRO SANTANA,25391,64203,1286,12061,487,42160,51,8473,49,154161,83231,25266,262658,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172651 - CLUBE PLEIDES/METRO SANTANA,648,2447,39,513,17,1656,1,335,1,5657,2574,444,8675,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172N10 - SHOP CENTER NORTE/METRO BELEM,23568,52909,1866,8002,796,46463,69,11331,98,145102,92079,30815,267996,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172N21 - FAC UNINOVE/METRO BELEM,0,7,0,2,0,10,0,0,0,19,0,1,20,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,172N22 - CATUMBI/METRO BELEM,87,710,12,92,4,6221,3,1,0,7130,111,74,7315,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,173210 - VILA SABRINA/METRO SANTA CECIL,20156,45283,1632,7804,627,40738,28,7648,28,123944,48644,24169,196757,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174110 - VILA DIONIZIA/METRO SANTANA,18221,43973,1329,8671,529,37577,24,25573,58,135955,50954,15372,202281,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174121 - CONS MOREIRA BARROS/MET SANTAN,97,621,0,90,3,565,0,0,0,1376,44,95,1515,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174210 - JD ANTARTICA/METRO SANTANA,17830,43505,1486,9977,580,36994,5,18529,14,128920,55850,20510,205280,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174310 - JD PERY ALTO/METRO TIETE,25168,65337,2036,13886,876,54490,142,15332,53,177320,74261,19180,270761,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174351 - JD PERY ALTO/TER AMARAL GURGEL,139,302,5,16,0,205,0,7,0,674,227,25,926,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174410 - LAUZANE PAULISTA/METRO SANTANA,15961,34767,870,7292,344,24322,2,23174,35,106767,44900,18754,170421,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174421 - PCA JOAQUIM LOPES/METRO SANTAN,110,923,5,146,3,718,0,0,1,1906,81,85,2072,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174431 - LAUZANE PAULISTA/METRO SANTANA,1693,6176,212,1209,110,5432,0,2522,3,17357,5582,2254,25193,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174510 - VL NV CACHOEIRINHA/SHOP C NORT,12141,27746,924,6414,395,24355,16,9880,30,81901,35236,11426,128563,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,174M10 - JD BRASIL/MUSEU IPIRANGA,24017,47005,1450,7218,489,33474,46,6382,39,120120,56715,28182,205017,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175610 - PEDRA BRANCA/METRO SANTANA,14379,33087,1044,6794,399,26035,19,15111,68,96936,40903,16502,154341,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175710 - CONJ BANCARIOS/METRO SANTANA,5456,16989,594,3312,210,12509,18,3780,15,42883,14523,8139,65545,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175810 - JD ANTARTICA/METRO SANTANA,20312,45688,1463,8678,620,35893,16,23171,32,135873,59947,20043,215863,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175851 - JD ANTARTICA/TER AMARAL GURGEL,195,479,6,21,0,541,0,30,10,1282,332,111,1725,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175910 - JD PERY/METRO SANTANA,21180,48922,1411,9140,541,38226,19,27205,17,146661,65513,24539,236713,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175921 - AV PERI RONCHETTI/METRO SANTAN,207,707,8,129,1,932,0,0,0,1984,147,125,2256,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175941 - JD PERY/METRO SANTANA,52,461,8,122,2,483,0,14,0,1142,73,31,1246,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175P10 - EDU CHAVES/ANA ROSA,28518,75399,2940,12712,915,57427,130,22840,165,201046,112105,26122,339273,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,175T10 - METRO SANTANA/METRO JABAQUARA,45262,101094,4812,17764,1519,99805,63,25243,76,295638,197864,42103,535605,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176010 - COHAB ANTARTICA/SHOP C NORTE,11971,29876,1056,6092,374,28643,11,6707,33,84763,27576,9707,122046,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176410 - JD CORISCO/METRO SANTANA,17242,54580,1256,11221,448,35125,71,6528,9,126480,60904,20647,208031,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176441 - CEMIT PQ DA CANT/MET P INGLESA,143,803,19,228,8,661,0,317,0,2179,799,221,3199,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176510 - JD CABUÇU/METRO TUCURUVI,10070,21282,577,4083,167,19816,9,19927,28,75959,20106,14110,110175,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176610 - JD CABUÇU/METRO SANTANA,5352,9717,280,1393,39,7915,4,519,17,25236,9943,6833,42012,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176710 - EDU CHAVES/METRO TUCURUVI,17290,27662,1069,6173,486,25850,14,29390,51,107985,27151,21358,156494,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,176751 - EDU CHAVES/PCA DO CORREIO,91,212,5,13,0,346,1,15,4,687,509,151,1347,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177110 - VILA ZILDA/METRO SANTANA,10604,31467,866,6887,311,22995,18,8566,13,81727,40703,12963,135393,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177121 - JD FONTALIS/METRO TUCURUVI,6331,22599,610,6029,310,18705,19,9198,4,63805,18177,7239,89221,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177210 - JD FILHOS DA TERRA/METRO TUCUR,11497,35968,953,8218,307,31190,26,25775,95,114029,40231,15056,169316,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177251 - JD FILHOS DA TERRA/PCA DO CORR,2,0,0,0,0,0,0,0,0,2,0,0,2,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177310 - VILA AYROSA/METRO SANTANA,13979,30159,533,6820,222,20832,23,270,8,72846,31479,16440,120765,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177341 - VILA AYROSA/METRO TUCURUVI,5518,14600,247,3795,137,12181,7,4393,2,40880,17525,7888,66293,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177810 - JACANA/METRO SANTANA,6619,17290,450,3128,177,12456,56,1826,4,42006,22276,11390,75672,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177851 - JACANA/ PRAÇA DO CORREIO,153,362,5,27,1,351,3,37,3,942,470,61,1473,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177H10 - METRO SANTANA/BUTANTA- USP,20894,46006,1796,9135,606,35955,66,12632,44,127134,64206,18083,209423,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177H21 - METRO SANTANA/PINHEIROS,1200,1915,107,300,22,1896,1,863,2,6306,3596,1168,11070,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177P10 - METRO SATANA/BUTANTA USP,11715,28574,734,3819,297,21264,19,6045,23,72490,41204,6401,120095,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,177Y10 - CASA VERDE/PINHEIROS,16098,42709,1583,5006,499,39185,59,26065,82,131286,81404,9979,222669,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178210 - V NOVA GALVAO/METRO SANTANA,12222,30141,720,5160,287,24243,100,2296,3,75172,31705,14085,120962,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178231 - VILA GALVAO/METRO SANTANA,17292,41838,1187,6391,493,37189,57,13469,11,117927,51665,21513,191105,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178310 - CACHOEIRA/METRO SANTANA,18824,46537,943,11004,417,30379,56,8420,5,116585,61217,18366,196168,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178321 - CACHOEIRA/METRO TUCURUVI,13918,33233,783,9361,328,25179,50,12583,3,95438,34272,13692,143402,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178322 - JARDIM LABITARY/METRO SANTANA,223,1387,6,451,4,930,0,0,0,3001,183,139,3323,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178341 - JD LABITARY/METRO PARD INGLESA,378,1705,49,371,19,1343,6,1214,0,5085,1755,419,7259,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178351 - CACHOEIRA DIB/METRO TUCURUVI,261,1444,66,84,5,817,0,36,0,2713,2124,505,5342,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178352 - CACHOEIRA/PCA DO CORREIO,83,221,5,30,1,220,0,34,0,594,229,46,869,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178810 - JD FONTALIS/METRO SANTANA,15031,37229,970,8479,392,23158,51,6758,11,92079,53293,18339,163711,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178851 - JD CAMPO LIMPO/METRO SANTANA,686,3229,57,786,27,2203,4,629,1,7622,3642,573,11837,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178A10 - IMIRIM/LAPA,12127,38681,1211,5892,447,38371,24,5522,49,102324,59086,17141,178551,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178L10 - LAUZANE PAULISTA/HOSP CLINICAS,27738,69059,2254,12304,850,59406,41,17253,78,188983,69147,23774,281904,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178L22 - LAUZANE PAULISTA/METRO SANTANA,138,1143,35,164,14,1225,0,0,0,2719,64,42,2825,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,178T10 - METRO SANTANA/CEASA,26183,59193,1869,8757,780,46743,81,10483,69,154158,101424,29512,285094,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,200110 - TERM BANDEIRA/TERM PRINC ISABE,248,2325,222,298,52,1633,1,260,1,5040,6075,1499,12614,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,201010 - JD BRASIL/METRO TIETE,23464,47502,1476,9096,711,38948,20,10047,30,131294,52841,22974,207109,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,201021 - PÇA AUGUSTA VITORIA/METRO SANT,186,1104,33,171,11,1455,0,0,0,2960,133,163,3256,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,201031 - JD BRASIL/METRO TIETE,15837,33818,964,6303,385,31499,2,11207,14,100029,33619,19109,152757,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,201110 - EDU CHAVES/METRO SANTANA,28004,53400,1706,9448,626,43898,42,8205,27,145356,70387,43649,259392,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,209C10 - CENTER NORTE/VILA MADALENA,9190,25563,903,3744,280,24661,16,4023,26,68406,41775,8279,118460,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,209P10 - CACHOEIRINHA/TERM PINHEIROS,45485,127448,5807,17854,1954,153003,189,43340,237,395317,301518,36785,733620,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,210310 - JD BRASIL/PRAÇA DO CORREIO,173,465,10,22,4,467,0,20,1,1162,381,46,1589,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,210510 - JD FILHOS DA TERRA/LGO DA CONC,16817,40429,833,7383,267,25252,38,2174,19,93212,48000,14013,155225,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,212310 - VILA MEDEIROS/METRO LIBERDADE,32142,43608,1184,5231,457,32851,60,8458,33,124024,46243,19129,189396,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,212710 - JD BRASIL/METRO LIBERDADE,35532,45579,1060,5821,430,33318,40,6403,23,128206,46824,20350,195380,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,216110 - PQ EDU CHAVES/PCA DO CORREIO,19689,27025,552,2961,217,18636,41,2843,11,71975,28933,18401,119309,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,217110 - PC DA ALEGRIA/PQ D PEDRO II,5352,8992,147,1039,91,6656,5,759,13,23054,10517,6248,39819,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,217510 - JD GUANCA/PCA DA SE,10000,16878,304,1803,162,12306,7,1703,11,43174,15378,8661,67213,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,217531 - JD GUANCA / PRACA DA SE,1457,2976,75,334,71,1971,1,280,1,7166,3358,1784,12308,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,218210 - JD BRASIL/PCA DO CORREIO,38822,58123,1456,6547,737,40201,22,5189,38,151135,68424,30780,250339,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,218310 - JD BRASIL/METRO BELEM,25,40,0,9,0,17,0,3,0,94,52,23,169,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,271A10 - TERM PENHA/METRO SANTANA,24615,54567,1558,8299,706,47687,122,14020,39,151613,95086,27460,274159,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,271A51 - CANGAIBA/METRO SANTANA,17068,35268,1041,5679,374,25803,74,6581,47,91935,49455,17713,159103,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,271C10 - PQ VILA MARIA/PCA DA REPUBLICA,10100,23193,553,3467,231,20669,36,1804,25,60078,20089,8234,88401,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,271F10 - METRO BELEM/SHOP CENTER NORTE,15102,31682,1107,3416,345,31402,27,9675,16,92772,63661,16235,172668,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,271M10 - PQ NOVO MUNDO/METRO SANTANA,18951,39475,861,6477,466,33323,24,12310,41,111928,53699,20187,185814,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,271P10 - CANGAIBA/EST DA LUZ,17645,29637,576,4640,289,21969,8,4515,14,79293,35917,16446,131656,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,272N10 - PQ NOVO MUNDO/METRO BRAS,11646,14779,257,1665,125,11207,34,950,4,40667,14325,6760,61752,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,274010 - PEDRA BRANCA/METRO SANTANA,10112,26588,918,4890,330,16448,101,4112,12,63511,43104,15718,122333,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,274041 - HORTO FLORESTAL/CASA VERDE,2986,9823,288,2399,175,6563,51,5028,11,27324,12124,7230,46678,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,278A10 - PENHA/CEASA,7326,22902,921,3667,256,16871,22,936,5,52906,33381,10682,96969,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,297A10 - BAIRRO DO LIMAO/M BARRA FUNDA,5585,19787,846,2990,438,35478,25,32041,45,97235,43461,5716,146412,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,351F10 - JACANA/TERM CARRAO,23006,47399,1233,7218,492,37023,120,1506,20,118017,52117,36429,206563,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,351F41 - JACANA/PQ NOVO MUNDO,4842,6862,135,957,81,6645,26,7,3,19558,10617,5528,35703,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,701A10 - PQ EDU CHAVES/METRO V MADALENA,55596,75474,2136,9855,735,49518,165,12297,88,205864,72044,38822,316730,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,701U10 - JACANA/BUTANTA USP,15221,38818,1883,8628,602,26438,39,5925,44,97598,58742,12041,168381,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,701U21 - JAÇANA/PINHEIROS,1061,1772,114,296,30,1505,2,492,2,5274,3419,896,9589,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,907010 - JD PAINEIRAS/TERM CASA VERDE,1808,4187,135,726,46,3630,3,1,0,10536,3433,1523,15492,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,916610 - JD SANTA CRUZ/PÇA DO CORREIO,693,4636,215,750,92,5197,5,4,2,11594,11521,2332,25447,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,930010 - TERM.CASA VERDE-PQ.D.PEDRO II,9374,33642,1665,3346,331,22709,29,1750,38,72884,80804,16462,170150,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,935410 - N SRA FATIMA/TERM CORREIO,17876,40474,1518,6694,538,35412,171,2088,19,104790,53689,16251,174730,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,967A10 - IMIRIM/PINHEIROS,22199,42145,1309,6671,435,40133,18,6608,68,119586,39862,15271,174719,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,970110 - ANHEMBI/METRO BARRA FUNDA,3967,13763,618,2207,270,15235,9,4361,9,40439,13267,4773,58479,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971A10 - JD PRIMAVERA/METRO SANTANA,15913,38801,1100,7519,520,33360,8,9420,31,106672,47443,17760,171875,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971C10 - COHAB/METRO SANTANA,15755,48138,1894,9326,655,38907,48,12904,26,127653,70107,26066,223826,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971D10 - JD DAMASCENO/CENTER NORTE,20354,55057,1814,11083,673,46857,71,7688,29,143626,80206,28714,252546,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971M10 - VILA PENTEADO/METRO SANTANA,21083,57223,2278,10137,827,46189,74,8159,42,146012,90327,32765,269104,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971R10 - ESTACAO JARAGUA/METRO SANTANA,50099,129971,4054,25155,1665,111792,126,54860,75,377797,193900,63002,634699,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971R21 - JD DAMASCENO/METRO SANTANA,761,4893,221,754,44,4289,0,72,0,11034,2221,737,13992,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971R42 - CDHU VOITH/METRO SANTANA,4691,15807,699,2992,211,11828,24,3243,5,39500,20736,7038,67274,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971R51 - CHICA LUISA/METRO SANTANA,548,2935,41,428,19,2701,1,16,2,6691,2296,473,9460,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971T10 - VILA SANTA MARIA/METRO SANTANA,17508,44116,1250,9624,542,34881,17,21833,5,129776,50819,20334,200929,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971V10 - JD VISTA ALEGRE/CENTER NORTE,17755,44894,1150,8094,511,36864,134,6038,27,115467,54693,21915,192075,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971X10 - TERM CACHOEIRINHA/METRO SANTAN,26596,82834,3902,16408,1516,64327,106,36752,98,232539,205760,40655,478954,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,971X51 - T.CACHOEIRINHA/T.AMARAL GURGEL,183,456,32,24,0,407,0,30,1,1133,958,100,2191,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,EVENTO - E V E N T O,76,114,7,28,3,77,0,21,0,326,130,65,521,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,PACPTM - PAESE CPTM,4,0,0,0,0,0,0,0,0,4,0,0,4,,
AREA 2,CONCESSAO,2014-07-01,SAMBAIBA,PMETRO - PAESE METRO,26,124,2,11,1,111,0,30,0,305,88,25,418,,
AREA 3,CONCESSAO,2014-07-01,EXPANDIR,271310 - METRO PENHA-CHAC BELA VISTA,407,3581,84,828,12,3835,1,869,0,9617,4017,1106,14740,,
AREA 3,CONCESSAO,2014-07-01,EXPANDIR,274P10 - PENHA/METRO VL MARIANA,10734,29240,894,3930,239,20898,11,5449,20,71415,33161,17636,122212,,
AREA 3,CONCESSAO,2014-07-01,EXPANDIR,320610 - METRO PENHA/CONJ CHAPARRAL,1203,3122,84,4318,97,2360,14,1356,1,12555,7824,741,21120,,
AREA 3,CONCESSAO,2014-07-01,EXPANDIR,390E10 - TERM PENHA/TERM PQ D PEDRO II,10503,30858,1178,3617,384,18090,20,2106,42,66798,69399,14428,150625,,
