Tipo,Area,Data,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Pagantes,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,536241 - Pq Res Cocaia - Detran," 1,053 "," 6,017 ", 605 , 205 , -   ," 4,009 ", -   , 534 , -   ," 12,423 "," 7,162 "," 1,442 ", 942 ," 21,969 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,537010 - TERM VARGINHA/LGO S FRANCISCO," 16,344 "," 78,592 "," 10,631 "," 7,393 ", 12 ," 77,659 ", 6 ," 5,012 ", -   ," 195,649 "," 119,326 "," 58,550 "," 27,292 "," 400,817 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,537021 - Detran," 1,124 "," 8,578 "," 1,195 ", 467 , 1 ," 6,442 ", -   , 778 , -   ," 18,585 "," 13,141 "," 2,650 "," 2,331 "," 36,707 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,537022 - TERM VARGINHA/BORBA GATO, 15 , 97 , 18 , 16 , -   , 158 , -   , 17 , -   , 321 , 217 , 46 , 101 , 685 
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,563010 - Jd Eliana - Brás," 29,091 "," 103,441 "," 14,568 "," 9,648 ", 8 ," 108,313 ", 46 ," 15,179 ", -   ," 280,294 "," 179,621 "," 71,896 "," 29,019 "," 560,830 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,563021 - JD ELIANA/DETRAN, 314 ," 1,765 ", 285 , 205 , 1 ," 1,855 ", -   , 69 , -   ," 4,494 "," 2,598 ", 826 , 335 ," 8,253 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,563210 - Vila São José - L S Francisco," 9,488 "," 33,649 "," 3,192 "," 2,300 ", 4 ," 32,878 ", -   ," 1,675 ", -   ," 83,186 "," 30,068 "," 26,357 "," 7,258 "," 146,869 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,563221 - Jd Iporanga - L São Francisco, 206 ," 1,232 ", 89 , 75 , -   ," 1,272 ", -   , 13 , -   ," 2,887 ", 663 , 401 , 229 ," 4,180 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,563251 - Jd Alpino - Lgo São Francisco, 222 ," 1,495 ", 99 , 96 , -   ," 1,461 ", -   , 26 , -   ," 3,399 ", 784 , 486 , 260 ," 4,929 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,600310 - TERM GRAJAU/TERM VARGINHA," 6,322 "," 32,598 "," 7,819 "," 3,098 ", 4 ," 38,379 ", 5 ," 33,572 ", -   ," 121,797 "," 143,946 "," 39,242 "," 27,685 "," 332,670 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,607M10 - TERM GRAJAU/SHOP MORUMBI," 4,197 "," 28,140 "," 3,889 "," 4,359 ", 2 ," 28,528 ", 5 ," 1,910 ", -   ," 71,030 "," 53,884 "," 20,093 "," 12,106 "," 157,113 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,609110 - VARGEM GRANDE/TERM STO AMARO," 21,668 "," 85,873 "," 8,855 "," 5,075 ", 3 ," 95,825 ", 11 ," 5,066 ", -   ," 222,376 "," 98,600 "," 51,298 "," 29,584 "," 401,858 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,609121 - VARGEM GRANDE/TERM PARELHEIROS, 116 ," 1,329 ", 142 , 50 , -   ," 1,557 ", -   , 9 , -   ," 3,203 ", 752 , 232 , 404 ," 4,591 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,609151 - COLONIA / TERM STO AMARO, 229 ," 2,070 ", 215 , 134 , -   ," 2,213 ", -   , -   , -   ," 4,861 "," 1,149 ", 554 , 438 ," 7,002 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,637G10 - Grajaú - Butantã," 8,739 "," 38,106 "," 4,332 "," 4,265 ", 1 ," 36,892 ", -   ," 3,429 ", -   ," 95,764 "," 46,936 "," 22,365 "," 9,374 "," 174,439 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,637G51 - Jd Eliana - Grajaú," 1,329 "," 7,446 ", 714 , 546 , -   ," 5,916 ", -   , 419 , -   ," 16,370 "," 6,086 "," 1,826 "," 1,457 "," 25,739 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,637J10 - Vila São José - Pinheiros," 7,121 "," 22,118 "," 2,451 "," 4,561 ", 1 ," 22,273 ", -   ," 2,705 ", -   ," 61,230 "," 21,777 "," 16,889 "," 6,060 "," 105,956 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,675G10 - Pq Res Cocaia - M Jabaquara," 14,969 "," 45,644 "," 4,685 "," 2,765 ", 2 ," 37,719 ", -   ," 6,640 ", -   ," 112,424 "," 54,212 "," 32,287 "," 12,446 "," 211,369 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,675G22 - COLG STA MARIA/PQ RESID COCAIA, 34 , 134 , 31 , 44 , -   , 260 , -   , 47 , -   , 550 , 420 , 60 , 185 ," 1,215 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,675G41 - JD CASTRO ALVES/ MTO JABAQUARA," 1,142 "," 6,049 ", 690 , 479 , -   ," 6,737 ", -   ," 1,972 ", -   ," 17,069 "," 4,478 "," 2,779 "," 1,368 "," 25,694 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,675R10 - Grajaú - M Jabaquara," 9,978 "," 26,813 "," 2,735 "," 2,437 ", 1 ," 23,799 ", -   ," 4,692 ", -   ," 70,455 "," 29,357 "," 25,374 "," 7,813 "," 132,999 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,675X10 - Grajaú - M Vl Mariana," 9,974 "," 55,593 "," 8,707 "," 5,455 ", 5 ," 50,417 ", 1 ," 5,639 ", -   ," 135,791 "," 97,969 "," 47,424 "," 17,700 "," 298,884 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,691310 - TERM BANDEIRA/TERM VARGINHA," 34,551 "," 153,109 "," 20,588 "," 14,727 ", 9 ," 169,501 ", 13 ," 26,758 ", 8 ," 419,264 "," 215,989 "," 89,092 "," 44,619 "," 768,964 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,691321 - Itaim Bibi," 2,994 "," 22,438 "," 3,185 "," 1,341 ", 1 ," 20,978 ", -   ," 1,130 ", 19 ," 52,086 "," 41,141 "," 7,827 "," 5,660 "," 106,714 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695H10 - JD HERPLIN/METRO PC DA ARVORE," 12,675 "," 47,022 "," 6,242 "," 4,296 ", 9 ," 52,093 ", 1 ," 5,914 ", -   ," 128,252 "," 58,295 "," 35,514 "," 18,362 "," 240,423 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695X10 - TERM VARGINHA/METRO JABAQUARA," 27,027 "," 82,863 "," 10,722 "," 6,131 ", 5 ," 77,474 ", 7 ," 13,432 ", -   ," 217,661 "," 151,416 "," 71,522 "," 30,165 "," 470,764 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695X22 - TERM.VARG./SHOPPING INTERLAGOS, 750 ," 7,201 ", 800 , 222 , 2 ," 5,932 ", -   , 325 , -   ," 15,232 "," 10,574 "," 3,451 "," 1,730 "," 30,987 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695Y10 - TERM PARELHEIROS/METRO PC ARVO," 20,563 "," 76,398 "," 9,215 "," 7,439 ", 13 ," 74,436 ", 13 ," 6,561 ", -   ," 194,638 "," 102,487 "," 56,062 "," 23,002 "," 376,189 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695Y21 - AUTODROMO/TERM.PARELHEIROS, 568 ," 3,372 ", 531 , 226 , 1 ," 3,559 ", -   ," 2,521 ", -   ," 10,778 "," 6,160 "," 1,598 "," 1,523 "," 20,059 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695Y22 - TERM PARELHEIROS/ BORBA GATO, 38 , 181 , 30 , 38 , -   , 371 , -   , 21 , -   , 679 , 232 , 52 , 118 ," 1,081 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,695Y41 - TERM PARELHEIROS/COL STA MARIA, 62 , 285 , 66 , 195 , -   , 527 , -   , 8 , -   ," 1,143 ", 401 , 128 , 208 ," 1,880 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,696010 - TERM VARGINHA/TERM STO AMARO," 12,158 "," 58,218 "," 11,226 "," 5,841 ", 12 ," 56,124 ", 13 ," 7,551 ", -   ," 151,143 "," 136,941 "," 46,674 "," 28,405 "," 363,163 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,696021 - ETVITOR MANZINI/TERM VARGINHA, 484 ," 4,182 ", 645 , 219 , -   ," 4,186 ", -   , 605 , -   ," 10,321 "," 6,383 "," 1,265 "," 1,622 "," 19,591 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,697010 - TERM GRAJAU/TERM STO AMARO," 8,275 "," 45,184 "," 7,410 "," 4,728 ", 2 ," 41,476 ", 4 ," 6,855 ", -   ," 113,934 "," 105,541 "," 33,528 "," 18,865 "," 271,868 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,920310 - METRO BRAS - BERRINI, 10 , 24 , 3 , 5 , -   , 39 , -   , 16 , -   , 97 , 39 , 25 , 4 , 165 
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,9910PR - TERM VARGINHA/CIDADE DUTRA," 3,408 "," 20,197 "," 9,430 ", 787 , 2 ," 12,988 ", 14 , 54 , 2 ," 46,882 "," 227,860 "," 26,417 "," 19,719 "," 320,878 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,9911PR - TERM GRAJAU/CIDADE DUTRA," 1,612 "," 6,520 "," 2,675 ", 641 , 2 ," 7,237 ", -   ," 16,924 ", -   ," 35,611 "," 53,148 "," 2,597 "," 5,667 "," 97,023 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,9912PR - TERM STO AMARO/CIDADE DUTRA," 1,475 "," 12,163 "," 2,911 ", 543 , 1 ," 8,615 ", 5 ," 4,489 ", 1 ," 30,203 "," 51,228 "," 10,356 "," 4,288 "," 96,075 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,N60111 - TERM GRAJAU/TERM PQ D PEDRO II," 1,206 "," 3,947 ", 488 , 105 , -   ," 4,690 ", -   , 232 , -   ," 10,668 "," 7,334 "," 1,742 ", 577 ," 20,321 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,N60211 - TERM GRAJAU/TERM SANTO AMARO, 961 ," 2,370 ", 418 , 82 , -   ," 2,881 ", -   , 263 , 3 ," 6,978 "," 10,381 "," 1,271 ", 570 ," 19,200 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,N63111 - TERM GRAJAU/TERM STO AMARO, 140 , 456 , 80 , 16 , -   ," 1,323 ", -   , 47 , -   ," 2,062 "," 1,345 ", 157 , 138 ," 3,702 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,N63211 - TERM GRAJAU/TERM STO AMARO, 169 , 527 , 139 , 18 , -   , 670 , -   , 64 , -   ," 1,587 "," 2,500 ", 331 , 150 ," 4,568 "
CONCESSAO,AREA 6,2019-03-01,CIDADE DUTRA,PACPTM - PAESE CPTM, 34 , 92 , 12 , 8 , -   , 123 , -   , 4 , -   , 273 , 110 , 44 , 26 , 453 
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,476L10 - LAR ESCOLA S FRANCISC/CIRCULAR, 11 , 62 , 6 , 6 , -   , 48 , -   , 12 , -   , 145 , 69 , 131 , 14 , 359 
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,502J10 - VILA PEDREIRA/PQ.DO IBIRAPUERA," 16,144 "," 39,909 "," 4,348 "," 4,507 ", 2 ," 42,101 ", 4 ," 14,905 ", -   ," 121,920 "," 37,661 "," 37,170 "," 17,064 "," 213,815 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,502J21 - ESTACAO AUTODROMO/VILA JOANIZA, 476 ," 3,173 ", 283 , 295 , 1 ," 6,458 ", -   , -   , -   ," 10,686 "," 1,027 "," 1,026 "," 1,323 "," 14,062 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,502J22 - ESTACAO AUTODROMO/VILA JOANIZA, 725 ," 1,351 ", 378 , 340 , 1 ," 2,654 ", -   ," 5,603 ", -   ," 11,052 "," 3,174 "," 2,037 "," 1,892 "," 18,155 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,502J23 - CPTM AUTODROMO/METRO CONCEICAO, 964 ," 1,693 ", 264 , 120 , -   ," 2,351 ", -   , 802 , -   ," 6,194 "," 1,511 "," 2,649 ", 729 ," 11,083 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,509110 - JD UBIRAJARA/MOEMA CIRCULAR," 11,445 "," 28,530 "," 3,699 "," 3,128 ", 3 ," 33,318 ", 3 ," 14,542 ", -   ," 94,668 "," 27,393 "," 25,792 "," 15,145 "," 162,998 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,509J10 - J SELMA VIA JOANIZA/T P ISABEL," 12,860 "," 34,053 "," 3,864 "," 2,245 ", 2 ," 42,527 ", -   , 994 , -   ," 96,545 "," 31,672 "," 20,442 "," 9,981 "," 158,640 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,509M10 - JD. MIRIAM/TERM. PRINC. ISABEL," 17,893 "," 49,786 "," 5,756 "," 3,070 ", 1 ," 45,395 ", 1 ," 1,185 ", -   ," 123,087 "," 51,387 "," 27,386 "," 10,974 "," 212,834 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,510610 - LGO.SAO FRANCISCO/JD. SELMA," 13,122 "," 38,260 "," 5,128 "," 3,456 ", 2 ," 36,677 ", 1 ," 12,209 ", 1 ," 108,856 "," 39,208 "," 29,933 "," 13,042 "," 191,039 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,510621 - SHOPPING IBIRAPUERA/JD SELMA," 19,290 "," 49,327 "," 7,000 "," 5,694 ", 3 ," 61,722 ", 2 ," 21,898 ", -   ," 164,936 "," 44,331 "," 30,266 "," 20,530 "," 260,063 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,510631 - METRO ANA ROSA/JD SELMA," 6,822 "," 18,672 "," 2,715 "," 2,313 ", 1 ," 19,676 ", 1 ," 8,759 ", -   ," 58,959 "," 16,884 "," 14,602 "," 8,986 "," 99,431 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,512910 - JD. MIRIAM/CHAC. STA. MARIA," 21,489 "," 67,264 "," 9,602 "," 7,467 ", 7 ," 85,450 ", 4 ," 8,688 ", -   ," 199,971 "," 121,226 "," 46,997 "," 24,981 "," 393,175 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,512941 - JD MIRIAM/SANTO AMARO," 10,346 "," 30,429 "," 2,969 "," 2,046 ", 3 ," 25,687 ", 1 ," 1,029 ", -   ," 72,510 "," 34,515 "," 23,450 "," 7,528 "," 138,003 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,513110 - CIDADE ADEMAR/PCA. DA SE," 9,775 "," 31,774 "," 3,795 "," 4,714 ", 5 ," 33,498 ", 10 ," 6,402 ", 1 ," 89,974 "," 29,343 "," 19,645 "," 7,852 "," 146,814 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,516410 - V.STA.CATARINA/LGO.S.FRANCISCO," 8,745 "," 21,574 "," 2,844 "," 2,790 ", 29 ," 22,184 ", 7 ," 3,998 ", -   ," 62,171 "," 26,627 "," 27,306 "," 7,843 "," 123,947 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,516421 - CIDADE LEONOR/HOSP SAO PAULO," 4,978 "," 12,506 "," 1,891 "," 1,637 ", 7 ," 13,126 ", 1 ," 2,739 ", -   ," 36,885 "," 18,219 "," 15,755 "," 5,795 "," 76,654 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,516441 - VILA GUARANI - CIRCULAR," 2,500 "," 6,833 ", 751 ," 1,300 ", -   ," 8,220 ", -   ," 2,719 ", -   ," 22,323 "," 5,629 "," 17,755 "," 4,647 "," 50,354 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,516N10 - JD MIRIAM/ITAIM BIBI," 36,601 "," 91,449 "," 9,927 "," 8,388 ", 9 ," 102,522 ", 60 ," 4,754 ", -   ," 253,710 "," 108,348 "," 47,961 "," 27,148 "," 437,167 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,517510 - BALNEARIO S FRANCISCO/PCA DA S," 11,436 "," 34,523 "," 3,851 "," 3,023 ", 2 ," 35,851 ", 1 ," 2,702 ", -   ," 91,389 "," 34,562 "," 22,306 "," 9,389 "," 157,646 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,517521 - VILA JOANIZA/PCA DA SE," 3,277 "," 6,536 "," 1,027 ", 328 , -   ," 8,944 ", -   , 168 , -   ," 20,280 "," 7,801 "," 5,777 "," 1,801 "," 35,659 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,517810 - JD MIRIAM/LGO S FRANCISCO," 23,923 "," 56,153 "," 6,553 "," 5,500 ", 1 ," 59,542 ", 1 ," 4,260 ", -   ," 155,933 "," 54,454 "," 35,231 "," 13,652 "," 259,270 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,519410 - J S JORGE AT J APURA/L S FCISC," 4,557 "," 15,123 "," 2,048 "," 1,539 ", 1 ," 16,761 ", -   , 331 , -   ," 40,360 "," 19,734 "," 12,986 "," 6,573 "," 79,653 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,519421 - JD S JORGE ATÉ APURA/AEROPORTO," 1,353 "," 3,635 ", 688 , 237 , -   ," 4,859 ", -   , 3 , -   ," 10,775 "," 5,515 "," 4,620 "," 1,450 "," 22,360 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,529010 - DIV DIADEMA/PCA JOAO MENDES," 12,870 "," 44,010 "," 6,288 "," 4,789 ", 8 ," 33,166 ", 4 ," 12,973 ", -   ," 114,108 "," 53,710 "," 33,039 "," 16,090 "," 216,947 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,546L10 - JD. LUSO/TERMINAL STO AMARO," 14,234 "," 39,462 "," 5,179 "," 8,799 ", -   ," 52,377 ", 2 ," 6,783 ", -   ," 126,836 "," 56,714 "," 31,165 "," 21,379 "," 236,094 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,546L41 - JD. LUSO/COLEGIO STA. MARIA, 58 , 162 , 40 , 466 , -   , 158 , -   , -   , -   , 884 , 60 , 123 , 81 ," 1,148 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,561110 - ELDORADO/PCA JOAO MENDES," 13,977 "," 30,426 "," 3,867 "," 3,543 ", 2 ," 33,612 ", -   ," 2,241 ", -   ," 87,668 "," 36,182 "," 22,119 "," 9,500 "," 155,469 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,561410 - ELDORADO/PRACA JOAO MENDES," 11,560 "," 24,089 "," 2,317 "," 2,764 ", 2 ," 26,321 ", 2 ," 2,062 ", 2 ," 69,119 "," 24,370 "," 15,553 "," 7,480 "," 116,522 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,561421 - ELDORADO/PQ IBIRAPUERA," 4,045 "," 5,868 ", 831 , 421 , -   ," 8,798 ", -   , 150 , -   ," 20,113 "," 7,310 "," 5,341 "," 1,899 "," 34,663 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,565210 - JD IV CENTENARIO/LGO S FRANCIS," 7,211 "," 23,466 "," 3,197 "," 2,737 ", 2 ," 28,085 ", -   ," 5,056 ", -   ," 69,754 "," 32,565 "," 22,060 "," 7,788 "," 132,167 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,565221 - JD IV CENTENARIO/LGO S FRANCIS, 186 , 752 , 96 , 112 , -   , 962 , -   , 4 , -   ," 2,112 "," 1,233 ", 412 , 163 ," 3,920 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,565222 - JD IV CENTENARIO/PQ IBIRAPUERA," 1,516 "," 3,703 ", 725 , 290 , -   ," 5,737 ", -   , 502 , -   ," 12,473 "," 7,024 "," 4,810 "," 1,344 "," 25,651 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,574A10 - AMERICANOPOLIS/LGO CAMBUCI," 12,761 "," 45,420 "," 6,338 "," 5,751 ", 10 ," 38,580 ", 5 ," 15,358 ", -   ," 124,223 "," 53,468 "," 36,731 "," 19,099 "," 233,521 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,574A21 - JD LOURDES / CIRCULAR," 1,629 "," 4,836 ", 994 , 357 , -   ," 5,080 ", 4 ," 1,483 ", -   ," 14,383 "," 8,611 "," 5,702 "," 1,964 "," 30,660 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,576C10 - METRO JABAQUARA/TERM.STO AMARO," 17,352 "," 48,261 "," 5,711 "," 6,728 ", 5 ," 48,073 ", -   ," 8,929 ", -   ," 135,059 "," 59,529 "," 53,417 "," 18,282 "," 266,287 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,576J10 - METRO JABAQUARA/STO AMARO," 9,817 "," 25,226 "," 3,210 "," 2,288 ", 2 ," 27,741 ", 3 ," 8,132 ", 2 ," 76,421 "," 27,861 "," 23,539 "," 10,314 "," 138,135 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,576M10 - V CLARA/PINHEIROS," 21,749 "," 46,952 "," 6,135 "," 6,187 ", 9 ," 55,911 ", -   ," 18,749 ", 2 ," 155,694 "," 44,049 "," 27,465 "," 17,417 "," 244,625 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,577T10 - JD. MIRIAM/VL. GOMES," 15,824 "," 37,485 "," 4,425 "," 4,194 ", 16 ," 34,496 ", 3 ," 6,745 ", 2 ," 103,190 "," 41,312 "," 46,087 "," 14,782 "," 205,371 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,579110 - ELDORADO/METRO PARAISO," 11,477 "," 35,483 "," 3,977 "," 3,608 ", 3 ," 30,297 ", 8 ," 10,247 ", -   ," 95,100 "," 39,823 "," 20,274 "," 12,758 "," 167,955 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,579121 - ELDORADO/METRO JABAQUARA," 3,306 "," 6,476 ", 985 , 395 , 1 ," 8,036 ", 1 ," 3,130 ", -   ," 22,330 "," 6,231 "," 5,455 "," 2,352 "," 36,368 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,600010 - TERM PARELHEIROS/TERM SANTO AM," 30,451 "," 122,557 "," 18,032 "," 10,150 ", 27 ," 118,341 ", 4 ," 13,157 ", 2 ," 312,721 "," 203,931 "," 83,720 "," 52,692 "," 653,064 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,600410 - METRO CONCEICAO-BERRINI, 1 , 37 , 20 , 3 , -   , 32 , -   , 28 , -   , 121 , 153 , 19 , 23 , 316 
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,605A10 - M JABAQUARA/CENTRO PARALIMPICO, 5 , 21 , -   , 1 , -   , 22 , -   , 7 , -   , 56 , 5 , 58 , 5 , 124 
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,607C10 - JD MIRIAM/SHOPP MORUMBI," 48,957 "," 135,028 "," 17,723 "," 16,947 ", 24 ," 195,802 ", 23 ," 34,580 ", -   ," 449,084 "," 202,741 "," 64,424 "," 41,274 "," 757,523 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,607G10 - VILA GUARANI/SHOPPING MORUMBI," 2,552 "," 7,885 ", 953 ," 1,380 ", -   ," 9,631 ", -   ," 1,408 ", -   ," 23,809 "," 6,075 "," 4,566 "," 2,483 "," 36,933 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,609J10 - AEROPORTO/METRO SÃO JUDAS," 6,155 "," 6,038 ", 972 , 841 , -   ," 7,537 ", -   ," 3,381 ", -   ," 24,924 "," 6,823 "," 5,424 "," 1,188 "," 38,359 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,633810 - JD. MIRIAM/TERM. PRINC. ISABEL," 8,719 "," 23,928 "," 3,067 "," 2,583 ", 5 ," 22,440 ", 1 ," 3,479 ", -   ," 64,222 "," 27,135 "," 28,627 "," 10,409 "," 130,393 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,635810 - JD. LUSO/TERM. BANDEIRA," 24,394 "," 61,187 "," 7,112 "," 3,781 ", 3 ," 66,378 ", 1 ," 3,489 ", -   ," 166,345 "," 61,104 "," 31,004 "," 12,746 "," 271,199 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,636610 - JD. MIRIAM/TERM. BANDEIRA," 12,004 "," 31,199 "," 4,076 "," 2,421 ", 3 ," 39,243 ", -   , 833 , -   ," 89,779 "," 38,982 "," 21,999 "," 9,641 "," 160,401 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,675M10 - Centro Sesc - M Jabaquara," 10,691 "," 24,407 "," 2,784 "," 3,086 ", 1 ," 28,805 ", 1 ," 10,973 ", -   ," 80,748 "," 24,918 "," 26,612 "," 10,289 "," 142,567 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,675P10 - SHOP SP MARKET/METRO CONCEIÇAO," 4,820 "," 17,493 "," 2,594 "," 5,463 ", -   ," 23,620 ", -   ," 7,130 ", -   ," 61,120 "," 19,235 "," 14,637 "," 8,565 "," 103,557 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,875A10 - AEROPORTO/PERDIZES," 19,595 "," 48,540 "," 7,765 "," 11,058 ", 1 ," 37,210 ", 12 ," 8,492 ", -   ," 132,673 "," 65,706 "," 46,625 "," 11,610 "," 256,614 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,9936PR - TERM SANTO AMARAO / MOBI BRASI," 1,204 "," 5,231 "," 2,416 ", 374 , -   ," 5,397 ", -   ," 5,550 ", -   ," 20,172 "," 32,541 "," 5,685 "," 3,001 "," 61,399 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,9937PR - TERM PARELHEIROS/MOBIBRASIL, 482 ," 7,828 "," 1,445 ", 454 , -   ," 5,662 ", -   , 1 , -   ," 15,872 "," 18,099 "," 4,103 "," 2,723 "," 40,797 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,N60311 - TERM PINHEIROS/METRO JABAQUARA," 2,211 "," 4,468 ", 739 , 125 , -   ," 7,343 ", -   , 478 , -   ," 15,364 "," 6,061 "," 1,582 ", 531 ," 23,538 "
