Tipo,Area,Data,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Pagantes,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,373110 - SHOP ARICANDUVA/METRO V MATILD,"8,095","74,993","5,716","5,839",3,0,0,0,0,"94,646","53,907","47,445","18,686","214,684"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,373410 - CIDADE LIDER/METRO A ALVIM,"8,276","102,887","7,210","6,303",9,0,0,0,0,"124,685","46,983","57,825","33,713","263,206"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,373710 - SHOP ARICANDUVA/METR GUILHERM ,"11,235","121,842","6,723","8,120",1,0,0,0,0,"147,921","62,001","61,326","30,170","301,418"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,373721 - JD.SANTA MARIA/M.GUILHERMINA E,182,"4,999",216,232,0,0,0,0,0,"5,629",216,789,742,"7,376"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,373731 - M.GUILHERMINA/M.PATRIARCA CIRC,"1,616","23,453","1,719","2,426",0,0,0,0,0,"29,214","9,185","15,383","6,025","59,807"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,374510 - JD IMPERADOR/TATUAPE,"13,716","77,757","4,935","5,425",0,1,0,0,0,"101,834","39,846","44,902","27,588","214,170"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,374V10 - VILA VERDE / METRO ITAQUERA,"6,474","96,621","5,978","5,522",0,0,0,0,0,"114,595","35,953","39,417","23,782","213,747"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,376210 - JD IVA/METRO TATUAPE,"17,183","120,674","8,657","7,727",12,0,0,0,0,"154,253","78,247","76,594","28,883","337,977"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,376310 - TERM VL CARRAO/METRO TATUAPE,"24,910","229,598","20,228","19,003",2,0,0,0,0,"293,741","170,076","124,930","64,929","653,676"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,377810 - JD STA TEREZINHA/METRO CARRAO,"13,862","112,824","8,908","9,218",1,0,0,0,0,"144,813","63,536","58,290","26,998","293,637"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,379110 - SHOP ARICANDUVA/METRO A ALVIM,"10,372","84,908","5,484","4,523",1,1,0,0,0,"105,289","75,786","62,238","24,661","267,974"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,472410 - METRO PATRIARCA/VILA NHOCUNE,"1,734","19,205","1,028","1,563",0,0,0,0,0,"23,530","10,299","18,975","6,324","59,128"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,N33211 - TERM A E CARVALHO/VILA CISPER,15,100,4,5,0,0,0,0,0,124,98,77,20,319
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,N34411 - TERM PENHA /VILA CISPER,35,195,19,4,0,0,0,0,0,253,111,81,43,488
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,N43311 - TERM V CARRAO/METRO BELEM,44,361,58,5,0,0,0,0,0,468,152,74,54,748
PERMISSAO,AREA 4,2019-06-01,PESSEGO,301310 - TERM CIDADE TIRADEN/METALURGIC,733,"10,450","1,146",321,0,0,0,0,0,"12,650","13,650","15,960","6,809","49,069"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,301910 - TERM CIDADE TIRADENTES/VILA PA,516,"13,179","1,405",318,0,0,0,0,0,"15,418","16,814","13,130","8,530","53,892"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,302010 - CONJ JOSE BONIFACIO/SHOP ARICA,"8,675","48,737","3,110","2,959",0,0,0,0,0,"63,481","33,630","36,977","14,613","148,701"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,302510 - JD WILMA FLOR/EST GUAIANAZES C,"6,600","66,750","3,696","1,972",0,0,0,0,0,"79,018","26,158","30,879","16,887","152,942"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,302710 - VILA MINERVA/SHOP ARICANDUVA,"12,270","79,323","5,423","5,107",0,0,0,0,0,"102,123","52,684","48,844","26,315","229,966"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,302910 - JD DAS ROSAS/METRO TATUAPE,24,306,15,22,0,0,0,0,0,367,179,112,73,731
PERMISSAO,AREA 4,2019-06-01,PESSEGO,303110 - J ALTO PAULISTAN/METRO ITAQUER,"7,671","98,236","4,897","3,604",13,1,0,0,0,"114,422","39,587","31,713","22,506","208,228"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,305410 - JD PALANQUE/JD TIETE,"12,422","68,266","3,455","2,619",0,0,0,0,0,"86,762","49,233","47,098","24,619","207,712"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,342C10 - JD MARILIA/PENHA,"8,747","26,649","1,810","2,173",0,3,0,0,0,"39,382","14,096","31,421","8,529","93,428"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,342N10 - COHAB JUSC.KUBISC/PENHA,"3,624","45,330","2,978","1,422",0,0,0,0,0,"53,354","19,869","26,215","11,134","110,572"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,371210 - JD SAO JOAO/METRO ITAQUERA,"5,664","64,007","3,000","3,941",4,0,0,0,0,"76,616","23,239","42,717","15,277","157,849"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,371251 - VL COSMOPOLITA/METRO ITAQUERA,"3,368","53,492","3,370","2,907",2,0,0,0,0,"63,139","16,663","22,283","12,220","114,305"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,371810 - METRO A ALVIN/NOVA AMERICA,"4,916","85,531","6,346","5,390",2,0,0,0,0,"102,185","32,973","56,306","32,155","223,619"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372110 - JD MARILIA/METRO A ALVIM,"6,864","78,962","5,915","4,374",1,1,0,0,0,"96,117","41,436","48,050","21,242","206,845"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372141 - JD MARILIA/METRO ARTHUR ALVIM,"14,946","160,111","11,189","7,184",6,1,0,0,0,"193,437","133,214","66,228","40,996","433,875"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372210 - COHAB J BONIFACIO/METRO PENHA,"2,785","16,768","1,158",879,0,0,0,0,0,"21,590","10,251","10,957","5,599","48,397"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372810 - METRO A ALVIN/PQ SAVOY CITY,"9,605","115,321","6,254","6,359",0,0,0,0,0,"137,539","44,794","51,030","26,963","260,326"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372841 - METR ARTUR ALVIM/PQ NOVA SAVOY,"1,106","16,445",775,863,0,0,0,0,0,"19,189","6,721","7,087","3,594","36,591"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372F10 - FAC SAO JUDAS TADEU/METR BRESS,"2,057","32,657",984,"17,763",0,0,0,0,0,"53,461","15,756","7,277","51,987","128,481"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,372U10 - VILA SANTA ISABEL/METRO TATUAP,18,69,8,3,0,0,0,0,0,98,51,78,39,266
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373210 - COHAB JOSE BONIFACIO/METRO ITA,"8,777","133,912","9,594","9,300",2,0,0,0,0,"161,585","50,904","79,717","34,086","326,292"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373510 - METRO A ALVIN/JD SAO JOAO CIRC,"4,984","59,747","3,291","3,384",2,3,0,0,0,"71,411","28,342","36,826","17,682","154,261"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373521 - METRO ARTUR ALVIM/JD S JOAO,392,"10,540",464,448,0,0,0,0,0,"11,844",890,"2,490","1,689","16,913"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373541 - JD SÃO JOSE/METRO ARTUR ALVIM,"1,139","16,211",776,698,0,1,0,0,0,"18,825","5,554","7,780","4,216","36,375"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373610 - JD N S P CARMO/METRO A ALVIM,"16,162","152,527","8,472","11,576",4,0,0,0,0,"188,741","55,903","59,884","41,357","345,885"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373810 - COHAB JUSCELINO/METRO ITAQUERA,"7,839","116,725","8,054","4,653",2,0,0,0,0,"137,273","57,338","62,408","31,555","288,574"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373910 - RECANTO VERDE SOL/METRO ITAQUE,"12,640","137,768","8,272","4,491",2,0,0,0,0,"163,173","72,356","41,316","37,916","314,761"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,373L10 - JD LIMOEIRO/METRO ITAQUERA,"8,698","82,216","4,646","3,181",2,0,0,0,0,"98,743","40,642","29,355","22,114","190,854"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,374110 - EST DOM BOSCO/METRO ITAQUERA,"15,721","138,310","9,583","8,580",2,0,0,0,0,"172,196","70,672","74,929","35,007","352,804"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,374210 - JD DAS LARANJEIRAS/M ITAQUERA,"7,935","95,792","5,717","4,597",1,0,0,0,0,"114,042","59,715","34,584","26,190","234,531"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,374310 - SAO MATEUS/METRO ITAQUERA,"15,483","83,912","5,505","4,574",1,0,0,0,0,"109,475","69,662","41,191","21,786","242,114"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,375110 - COHAB PRESTES MAIA/METR ITAQUE,"6,917","92,390","6,344","3,682",0,0,0,0,0,"109,333","42,921","45,135","24,982","222,371"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,375121 - COHAB P MAIA/METRO ITAQUERA,248,"6,524",329,228,0,0,0,0,0,"7,329","1,130","1,472",924,"10,855"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,376110 - 3A DIVISAO/METRO CARRAO,"12,152","112,063","6,217","5,245",3,0,0,0,0,"135,680","60,140","36,081","27,206","259,107"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,376610 - COHAB II/METRO ITAQUERA,"9,131","104,475","6,359","6,157",1,0,0,0,0,"126,123","50,626","86,117","34,444","297,310"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,377310 - RES SANTA BARBARA/METRO CARRAO,"12,597","129,491","7,427","8,343",0,0,0,0,0,"157,858","60,959","57,718","30,414","306,949"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,378510 - COHAB BARRO BRANCO/METRO ITAQU,"9,368","126,054","7,459","4,644",2,0,0,0,0,"147,527","61,940","51,053","33,722","294,242"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,378710 - CID.TIRADENTES/METRO ITAQUERA,"8,815","98,732","6,300","4,024",2,1,0,0,0,"117,874","51,960","47,878","30,556","248,268"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,378910 - CIDADE TIRADENTES/METRO ITAQUE,"18,449","177,807","11,274","7,815",25,3,0,0,0,"215,373","96,626","86,159","58,513","456,671"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,379610 - GLEBA DO PESSEGO/METRO ITAQUER,"6,067","67,334","3,496","3,147",0,0,0,0,0,"80,044","30,547","22,891","18,027","151,509"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,402010 - E T ITAQUERA/JD NOVO HORIZONTE,"2,076","24,451","1,409",486,0,0,0,0,0,"28,422","15,716","7,667","7,265","59,070"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,402110 - METRO ITAQUERA/VILA CHUCA,"2,287","36,355","1,761","2,120",0,0,0,0,0,"42,523","11,775","10,482","7,810","72,590"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,408610 - CID TIRADENTES/TERM CID TIRADE,"1,573","17,303","1,623",587,0,0,0,0,0,"21,086","20,069","19,772","11,508","72,435"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,409210 - SETOR IIB/TERM CID TIRADENTES,"1,458","27,786","3,253","1,007",0,0,0,0,0,"33,504","24,126","23,095","15,504","96,229"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,420810 - SHOP C L ARICANDUVA/P J MENDES,5,0,0,0,0,0,0,0,0,5,0,0,0,5
PERMISSAO,AREA 4,2019-06-01,PESSEGO,N43811 - M ITAQUERA/HOSP STA MARCELINA,259,"3,164",180,89,0,0,0,0,0,"3,692","1,261",836,427,"6,216"
PERMISSAO,AREA 4,2019-06-01,PESSEGO,N44011 - TERM V CARRAO/SAVOY DALILA,38,290,29,5,0,0,0,0,0,362,518,179,42,"1,101"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,200410 - JD MIRIAM/GUAIANAZES,1,0,0,0,0,0,0,0,0,1,0,0,0,1
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,220210 - HOSP ITAIM/GUAIAZAZES,1,0,0,0,0,0,0,0,0,1,0,0,0,1
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,259010 - UNIAO DE VILA NOVA/PQ D PEDRO ,"6,363","31,984","1,074",906,0,0,0,0,0,"40,327","14,071","10,727","5,402","70,527"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,316110 - JD COLORADO/TERM P D PEDRO II,"4,840","30,750","1,858","1,212",0,2,0,0,0,"38,662","19,970","20,422","5,453","84,507"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,476G10 - JARDIM ELBA/IBIRAPUERA,"6,507","44,084","2,281","1,872",0,1,0,0,0,"54,745","22,696","22,920","7,959","108,320"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,476G41 - VILA INDUSTRIAL/METRO ANA ROSA,"6,174","45,189","2,903","2,766",2,0,0,0,0,"57,034","21,945","19,894","7,356","106,229"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,513C10 - VILA CALIFORNIA/E. T. ITAQUERA,"3,433","22,695","1,180",713,0,0,0,0,0,"28,021","16,646","15,071","4,354","64,092"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,513C31 - VL CALIFORNIA/E. T. ITAQUERA,"2,934","18,233","1,037",549,0,0,0,0,0,"22,753","13,765","12,705","3,663","52,886"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,573A10 - METRO BRESSER/VILA ALPINA,"11,992","96,031","6,273","8,544",1,5,0,0,0,"122,846","48,470","47,694","21,088","240,098"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,574C10 - TERM.SAO MATEUS/DIV.S.CAETANO,"3,399","18,170","1,135",543,1,0,0,0,0,"23,248","17,222","14,310","4,211","58,991"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,574R10 - TERM.SAPOPEMBA/METRO BELEM,"7,534","45,195","2,836","2,096",0,4,0,0,0,"57,665","30,770","31,704","11,084","131,223"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,575A10 - DIV.S.CAETANO/SHOP MET.TATUAPE,"5,106","38,813","2,612","2,995",1,0,0,0,0,"49,527","21,433","25,164","7,416","103,540"
PERMISSAO,AREA 5,2019-06-01,IMPERIAL,TREI10 - TREINAMENTO,150,878,53,35,0,0,0,0,0,"1,116",546,659,145,"2,466"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,309810 - JD SAO FRANCISCO/SHOP ARICANDU,"12,554","82,629","4,549","2,454",0,0,0,0,0,"102,186","65,639","47,840","25,856","241,521"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,309910 - NOVE DE JULHO/JD DA CONQUISTA,"12,207","79,240","4,620","2,317",0,0,0,0,0,"98,384","66,060","55,349","25,584","245,377"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,311210 - VILA INDUSTRIAL/METRO BELEM,"16,151","90,291","5,948","8,530",2,6,0,0,0,"120,928","55,513","62,586","25,781","264,808"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,364A10 - IPIRANGA/SHOP ARICANDUVA,"16,601","129,084","7,490","6,641",7,3,0,0,0,"159,826","85,262","63,719","32,877","341,684"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,373T10 - JD ITAPOLIS/METRO BRESSER,"18,714","139,688","9,103","11,152",4,4,0,0,0,"178,665","76,016","62,947","35,799","353,427"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,402510 - VILA CALIFORNIA/METRO TATUAPE,"15,915","105,788","5,535","7,195",1,1,0,0,0,"134,435","60,108","61,801","23,926","280,270"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,402710 - HOSP SAO MATEUS/JD SANTO ANDRE,"20,523","108,267","6,189","2,925",0,0,0,0,0,"137,904","90,878","58,632","41,461","328,875"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,402741 - PQ DAS FLORES/SAO MATEUS,"1,513","12,239",710,247,0,0,0,0,0,"14,709","7,732","5,055","3,375","30,871"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,402810 - HOSP SAO MATEUS/PQ DAS FLORES,"8,128","38,307","1,762",734,1,0,0,0,0,"48,932","31,044","20,885","10,784","111,645"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,402910 - SAO MATEUS/VLA PRUDENTE,"20,607","119,681","8,669","5,906",1,3,0,0,0,"154,867","129,904","86,075","35,158","406,004"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,403010 - FAZENDA DA JUTA/SHOP ARICANDUV,"16,793","68,301","3,742","2,310",0,0,0,0,0,"91,146","49,402","45,945","21,664","208,157"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,403110 - PQ STA MADALENA/CENTRAL PLAZ S,"19,284","95,772","4,419","4,601",0,11,0,0,0,"124,087","46,301","67,198","26,847","264,433"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,403210 - VILA DAS MERCES/OBJETIVO UNIP,"6,415","40,847","2,369","4,351",0,0,0,0,0,"53,982","15,955","28,753","11,262","109,952"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,403310 - JD GUAIRACA/NOVA CONQUISTA,"19,690","110,955","6,527","3,237",29,0,0,0,0,"140,438","82,682","69,669","35,056","327,845"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,414P10 - VILA INDUSTRIAL/PENHA,"12,248","61,491","4,751","3,850",0,0,0,0,0,"82,340","49,302","45,019","15,913","192,574"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,471610 - SACOMA/METRO SANTA CRUZ,"10,856","81,169","4,693","6,153",19,0,0,0,0,"102,890","44,801","41,818","16,234","205,743"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,472610 - MOOCA / METRO TATUAPE,"8,943","73,811","5,211","3,819",0,1,0,0,0,"91,785","50,725","41,447","11,927","195,884"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,472631 - MOOCA/METRO TATUAPE,116,"2,960",126,92,0,0,0,0,0,"3,294",149,406,247,"4,096"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,472910 - PQ BANCARIO/METRO BELEM,"7,914","44,214","2,433","2,041",2,0,0,0,0,"56,604","23,010","36,194","13,232","129,040"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,473410 - VILA MORAES/METRO SAUDE,"20,237","169,831","10,894","10,817",21,0,0,0,0,"211,800","66,576","63,227","38,650","380,253"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,473421 - VILA MORAES/METRO SAUDE,193,"3,007",219,216,0,0,0,0,0,"3,635",211,497,609,"4,952"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,473510 - SAO MATEUS/METRO CARRAO,"1,882","9,957",430,394,0,0,0,0,0,"12,663","6,042","7,018","2,408","28,131"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,502010 - HOSP HELIOP/TERM SACOMA,"5,608","76,869","3,662","2,566",15,0,0,0,0,"88,720","46,112","27,848","18,879","181,559"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,502510 - JD GUAIRACA/METRO TAMANDUATEI,"5,829","45,741","2,465","2,853",0,0,0,0,0,"56,888","16,775","19,420","7,970","101,053"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,503110 - VILA ARAPUA/TERM SACOMA,"27,498","209,781","9,500","8,299",5,0,0,0,0,"255,083","87,852","66,924","44,196","454,055"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,503121 - VILA CONDE DO PINHAL/TERM SACO,711,"21,502",522,625,0,0,0,0,0,"23,360",662,"1,599","2,529","28,150"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,503210 - VILA ARAPUA/TERM SACOMA,"13,164","58,562","1,558","2,365",10,0,0,0,0,"75,659","30,651","35,563","16,944","158,817"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,503510 - VILA ARAPUA/TERM SACOMA,"5,147","50,956","2,797","3,867",1,0,0,0,0,"62,768","24,133","19,285","9,396","115,582"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,514T10 - TERM SACOMA/JD ITAPOLIS,"14,050","97,115","5,983","8,084",0,2,0,0,0,"125,234","88,082","54,573","36,566","304,455"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,514T21 - JD COLORADO/METRO VILA PRUDENT,100,"2,848",73,98,0,0,0,0,0,"3,119",360,511,375,"4,365"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,514T22 - METRO VILA PRUDENTE/JD ITAPOLI,157,"2,520",172,87,0,0,0,0,0,"2,936","2,542",592,593,"6,663"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,524L10 - PQ SAO LUCAS/TATUAPE,"6,574","33,685","1,965","2,752",2,0,0,0,0,"44,978","15,579","17,463","8,219","86,239"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,524M10 - MASC.MORAES/SHOP.ARICANDUVA,"16,316","131,267","7,666","4,701",5,0,0,0,0,"159,955","101,162","78,464","36,194","375,775"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,573H10 - HOSP.SAPOPEMBA/METRO BRESSER,"27,661","152,063","8,753","8,260",4,1,0,0,0,"196,742","83,215","89,969","34,297","404,223"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,573T10 - TERM.SAPOPEMBA/METRO CARRAO,"14,471","123,541","8,139","7,847",0,0,0,0,0,"153,998","69,675","63,507","32,930","320,110"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,573T21 - JD TIETE/T SAPOPEMBA-TEOT VILE,25,745,22,13,0,0,0,0,0,805,90,127,60,"1,082"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,573T31 - TERM SAPOPEMBA/TEOTONIO VILELA,708,"7,587",438,411,0,0,0,0,0,"9,144","3,513","2,008","1,399","16,064"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,574W10 - JD. WALKIRIA/METRO BELEM,"15,445","101,219","5,859","5,829",6,0,0,0,0,"128,358","50,842","50,508","25,741","255,449"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,9930PR - TERMINAL SACOMA,"2,285","26,039","2,063",678,2,0,0,0,0,"31,067","47,077","7,877","6,805","92,826"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,N53411 - TERM SACOMA/VILA ARAPUA,269,"1,508",146,39,0,0,0,0,0,"1,962","1,271",349,233,"3,815"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,N53611 - TERM SACOMA/JARDIM ITAPOLIS,376,"2,017",151,52,0,0,0,0,0,"2,596","1,261",468,305,"4,630"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,N53911 - TERM SACOMA/HOSP HELIOPOLIS,65,791,124,26,0,0,0,0,0,"1,006","1,130",139,176,"2,451"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,PAESE2 - PAESE AREA 2,608,"4,923",290,369,1,0,0,0,0,"6,191","2,617","2,536",968,"12,312"
PERMISSAO,AREA 5,2019-06-01,MOVE-SP,PAESE5 - PAESE AREA 5,15,87,6,5,0,0,0,0,0,113,99,52,16,280
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501010 - CIDADE VARGAS/SANTO AMARO,"12,219","72,631","3,939","2,842",0,0,0,0,0,"91,631","36,335","38,547","17,732","184,245"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501110 - ELDORADO/SANTO AMARO,"21,823","86,643","4,957","3,792",6,6,0,0,0,"117,227","63,269","48,847","22,114","251,457"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501210 - JD GUACURI/JABAQUARA,"21,018","153,208","7,066","5,107",1,0,0,0,0,"186,400","68,908","49,284","36,308","340,900"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501310 - JD LUSO/SANTO AMARO,"27,940","141,183","8,403","5,824",8,4,0,0,0,"183,362","106,678","71,094","31,982","393,116"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501331 - JD MIRIAM/SANTO AMARO,"4,006","25,228","1,433","1,101",0,1,0,0,0,"31,769","21,874","22,998","6,144","82,785"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501510 - JD SAO JORGE/JABAQUARA,"12,942","98,779","5,142","3,583",2,0,0,0,0,"120,448","37,525","37,075","24,241","219,289"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501810 - SHOP. INTERLAGOS - JABAQUARA,"10,729","79,927","3,962","3,880",2,0,0,0,0,"98,500","39,515","38,420","21,530","197,965"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,501831 - SHOPPING INTERLAGOS/JABAQUARA,"6,382","46,891","2,440","2,361",6,0,0,0,0,"58,080","24,273","23,811","13,373","119,537"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,502210 - VILA STA MARGARIDA/JABAQUARA,"10,639","103,230","5,790","5,438",3,0,0,0,0,"125,100","37,093","49,069","33,690","244,952"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,502410 - VILA MISSIONARIA/SANTO AMARO,"10,493","68,916","4,038","4,029",1,0,0,0,0,"87,477","48,850","42,580","20,535","199,442"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,502431 - VILA MISSIONARIA/SANTO AMARO,"8,571","55,780","3,184","3,140",4,0,0,0,0,"70,679","37,366","36,926","18,074","163,045"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,512310 - JD MIRIAM/HOSP SAO PAULO,"14,203","127,152","8,962","6,207",3,0,0,0,0,"156,527","88,106","48,086","28,727","321,446"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,512710 - VILA GUACURI/RIO PEQUENO,"7,753","76,734","3,549","3,796",4,0,0,0,0,"91,836","32,342","25,453","17,017","166,648"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,512810 - JD APURA/SHOP MORUMBI,"12,283","89,280","4,911","3,975",1,0,0,0,0,"110,450","45,956","43,004","27,078","226,488"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,517J10 - JD SELMA/PINHEIROS,"8,480","80,286","4,335","3,949",0,1,0,0,0,"97,051","43,814","26,408","14,662","181,935"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,527R10 - VILA IMPERIO/REAL PARQUE,"9,471","72,910","5,212","4,876",2,0,0,0,0,"92,471","65,772","50,303","21,524","230,070"
PERMISSAO,AREA 6,2019-06-01,A2 TRANPORTES,546A10 - JD APURA/SANTO AMARO,"10,960","73,650","4,714","4,298",7,0,0,0,0,"93,629","53,414","46,543","24,896","218,482"
